id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,event_id,source_type,annotation_reason,language,split
rpv2-00777,A passenger is bleeding severely after the collision and is losing consciousness. near the school. We need the appropriate response.,CRITICAL,transportation,1,0,0,1,1,v2_transportation_transport_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_critical_bleeding; label reflects contextual rescue urgency.,en,test
rpv2-00094,Need assistance — Can someone help? the public-health exercise ended safely and all participants are accounted for. near the market. We need the appropriate response.,LOW,biological,0,0,0,0,25,v2_biological_biological_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_low_drill; label reflects contextual rescue urgency.,en,validation
rpv2-00896,Report from resident: Third-party report: Wildfire is approaching homes and an organized evacuation is required. near the market. We need the appropriate response.,HIGH,wildfire,0,0,1,0,35,v2_wildfire_wildfire_high_front,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_high_front; label reflects contextual rescue urgency.,en,validation
rpv2-00367,"Field note: The hurricane forecast is being discussed, but our area is unaffected and safe. pls. at the apartment block. No further details yet.",LOW,hurricane,0,0,0,0,0,v2_hurricane_hurricane_low_forecast,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_low_forecast; label reflects contextual rescue urgency.,en,train
rpv2-00104,Report from resident: Third-party report: The building collapsed and people are trapped under debris; send rescue now. near the market. No further details yet.,CRITICAL,earthquake,1,1,0,1,8,v2_earthquake_earthquake_critical_collapse,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_critical_collapse; label reflects contextual rescue urgency.,en,train
rpv2-00782,Need assistance — Can someone help? a passenger is bleeding severely after the collision and is losing consciousness. along the main road. This is the current update.,CRITICAL,transportation,1,0,0,1,1,v2_transportation_transport_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_critical_bleeding; label reflects contextual rescue urgency.,en,test
rpv2-00677,Update: People are trapped under tornado debris and cannot escape without rescue. Please send someone. along the main road. We need the appropriate response.,CRITICAL,tornado,1,1,0,1,6,v2_tornado_tornado_critical_debris,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_critical_debris; label reflects contextual rescue urgency.,en,validation
rpv2-00523,"Please help, A serious injury requires urgent response; the person is conscious and stable. on the east side.",HIGH,other,1,0,0,1,1,v2_other_other_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family other_high_injury; label reflects contextual rescue urgency.,en,train
rpv2-00015,Field note: A patient is struggling to breathee and needs immediate medical rescue. near the market. No further details yet.,CRITICAL,biological,1,0,0,1,1,v2_biological_biological_critical_breathing,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_critical_breathing; label reflects contextual rescue urgency.,en,test
rpv2-00883,"Please help, The fire blocked both exits and a family cannot escape. on the east side. This is the current update.",CRITICAL,wildfire,0,1,1,0,4,v2_wildfire_wildfire_critical_escape,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_critical_escape; label reflects contextual rescue urgency.,en,train
rpv2-00788,Caller says: An active vehicle fire has residents trapped inside. at the apartment block. We need the appropriate response.,CRITICAL,transportation,0,1,1,0,5,v2_transportation_transport_critical_fire,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_critical_fire; label reflects contextual rescue urgency.,en,test
rpv2-00566,Need assistance — Can someone help? i am sharing information about an unusual event; there is no emergency here. at the apartment block. We need the appropriate response.,LOW,other,0,0,0,0,0,v2_other_other_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family other_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00740,"Caller says: Debris blocks the road after the tornado, but nobody is injured or trapped. on the east side.",MEDIUM,tornado,0,0,0,0,4,v2_tornado_tornado_medium_debris,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_medium_debris; label reflects contextual rescue urgency.,en,validation
rpv2-00892,Caller says: Wildfire is approaching homes and an organized evacuation is required. near the school.,HIGH,wildfire,0,0,1,0,35,v2_wildfire_wildfire_high_front,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_high_front; label reflects contextual rescue urgency.,en,validation
rpv2-00277,Update: A little water is on the roadside after rain; traffic is moving and everyone is safe. Please send someone. on the east side. No further details yet.,LOW,flood,0,0,0,0,1,v2_flood_flood_low_puddle,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_low_puddle; label reflects contextual rescue urgency.,en,train
rpv2-00070,Need assistance — Can someone help? the neighborhood needs screening after an outbreak report; no immediate danger is reported. along the main road. We need the appropriate response.,MEDIUM,biological,0,0,0,1,40,v2_biological_biological_medium_screening,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_medium_screening; label reflects contextual rescue urgency.,en,train
rpv2-00558,"Need assistance — Can someone help? hello, this is a test message and nobody needs assistance. on the east side. We need the appropriate response.",LOW,other,0,0,0,0,0,v2_other_other_low_greeting,controlled_synthetic_v2,V2 mixed-disaster scenario family other_low_greeting; label reflects contextual rescue urgency.,en,train
rpv2-00029,Update: An outbreak is affecting many residents and urgent public-health support is needed. Please send someone. along the main road.,HIGH,biological,0,0,0,1,50,v2_biological_biological_high_outbreak,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_high_outbreak; label reflects contextual rescue urgency.,en,train
rpv2-00307,"Please help, The storm collapsed a structure with people inside; rescue teams are urgently required. along the main road. No further details yet.",CRITICAL,hurricane,0,1,0,0,7,v2_hurricane_hurricane_critical_collapse,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_critical_collapse; label reflects contextual rescue urgency.,en,validation
rpv2-00125,Update: The earthquake badly damaged the building and occupants must evacuate. Please send someone. near the school.,HIGH,earthquake,0,0,0,0,15,v2_earthquake_earthquake_high_evacuation,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_high_evacuation; label reflects contextual rescue urgency.,en,test
rpv2-00153,Shaking damaged the power connection and neighbors need local assistance. by the river. Please advise.,MEDIUM,earthquake,0,0,0,0,10,v2_earthquake_earthquake_medium_power,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_medium_power; label reflects contextual rescue urgency.,en,train
rpv2-00453,Update: A machine damaged part of the facility and staff need a safe inspection. Please send someone. on the east side. Please advise.,MEDIUM,industrial,0,0,0,0,10,v2_industrial_industrial_medium_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_medium_damage; label reflects contextual rescue urgency.,en,test
rpv2-00849,"This is transportation news, not an accident requiring responders. near the school. Please advise.",LOW,transportation,0,0,0,0,0,v2_transportation_transport_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00080,Report from resident: Third-party report: This is a health news update; no one here is ill or requesting help. by the river.,LOW,biological,0,0,0,0,0,v2_biological_biological_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_low_news; label reflects contextual rescue urgency.,en,validation
rpv2-00161,"A wall is partly damaged and the family needs temporary support, not rescue. on the east side. We need the appropriate response.",MEDIUM,earthquake,0,0,0,0,4,v2_earthquake_earthquake_medium_wall,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_medium_wall; label reflects contextual rescue urgency.,en,test
rpv2-00891,"Please help, Wildfire is approaching homes and an organized evacuation is required. by the river. We need the appropriate response.",HIGH,wildfire,0,0,1,0,35,v2_wildfire_wildfire_high_front,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_high_front; label reflects contextual rescue urgency.,en,validation
rpv2-00798,Need assistance — Can someone help? a bus crash caused serious injuries; everyone is conscious and responders are needed. at the apartment block. This is the current update.,HIGH,transportation,1,0,0,1,8,v2_transportation_transport_high_crash,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_high_crash; label reflects contextual rescue urgency.,en,validation
rpv2-00101,Update: The building collapsed and people are trapped under debris; send rescue now. Please send someone. along the main road.,CRITICAL,earthquake,1,1,0,1,8,v2_earthquake_earthquake_critical_collapse,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_critical_collapse; label reflects contextual rescue urgency.,en,train
rpv2-00556,"Caller says: Hello, this is a test message and nobody needs assistance. near the school. We need the appropriate response.",LOW,other,0,0,0,0,0,v2_other_other_low_greeting,controlled_synthetic_v2,V2 mixed-disaster scenario family other_low_greeting; label reflects contextual rescue urgency.,en,train
rpv2-00259,"Please help, Water is affecting several homes and people need supplies, but everyone is safe. at the apartment block.",MEDIUM,flood,0,0,0,0,8,v2_flood_flood_medium_supplies,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_medium_supplies; label reflects contextual rescue urgency.,en,test
rpv2-00326,Need assistance — Can someone help? strong winds damaged the shelter; residents are outside and need urgent relocation. along the main road. This is the current update.,HIGH,hurricane,0,0,0,0,25,v2_hurricane_hurricane_high_wind,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_high_wind; label reflects contextual rescue urgency.,en,train
rpv2-00297,A resident is bleeding badly after debris struck them; immediate medical help is needed. along the main road. We need the appropriate response.,CRITICAL,hurricane,1,0,0,1,1,v2_hurricane_hurricane_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_critical_bleeding; label reflects contextual rescue urgency.,en,train
rpv2-00349,Update: Wind damaged part of a roof; everyone is safe but the family needs assistance. Please send someone. along the main road. We need the appropriate response.,MEDIUM,hurricane,0,0,0,0,4,v2_hurricane_hurricane_medium_roof,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_medium_roof; label reflects contextual rescue urgency.,en,train
rpv2-00112,Report from resident: Third-party report: An unconscious person is inside the damaged structure and responders cannot reach them. near the market. Please advise.,CRITICAL,earthquake,1,0,0,1,1,v2_earthquake_earthquake_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_critical_unconscious; label reflects contextual rescue urgency.,en,validation
rpv2-00440,Report from resident: Third-party report: A contained fire damaged equipment and workers need assistance. at the apartment block. This is the current update.,MEDIUM,industrial,0,0,1,0,4,v2_industrial_industrial_medium_fire,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_medium_fire; label reflects contextual rescue urgency.,en,train
rpv2-00421,Update: A chemical leak made the plant unsafe and workers need urgent evacuation. Please send someone. on the east side. No further details yet.,HIGH,industrial,0,0,0,1,30,v2_industrial_industrial_high_spill,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_high_spill; label reflects contextual rescue urgency.,en,train
rpv2-00309,Update: The storm collapsed a structure with people inside; rescue teams are urgently required. Please send someone. along the main road. We need the appropriate response.,CRITICAL,hurricane,0,1,0,0,7,v2_hurricane_hurricane_critical_collapse,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_critical_collapse; label reflects contextual rescue urgency.,en,validation
rpv2-00633,A crowd has closed the route and residents need information and support. along the main road. We need the appropriate response.,MEDIUM,societal,0,0,0,0,30,v2_societal_societal_medium_route,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_medium_route; label reflects contextual rescue urgency.,en,test
rpv2-00610,SOS: Several people need urgent shelter after serious damage to the community center. near the school. We need the appropriate response.,HIGH,societal,0,0,0,0,25,v2_societal_societal_high_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_high_damage; label reflects contextual rescue urgency.,en,train
rpv2-00632,Report from resident: Third-party report: A local disturbance damaged storefronts and businesses need basic assistance. along the main road. We need the appropriate response.,MEDIUM,societal,0,0,0,0,8,v2_societal_societal_medium_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_medium_damage; label reflects contextual rescue urgency.,en,train
rpv2-00590,Need assistance — Can someone help? a person is bleeding severely and unconscious after the attack. near the market.,CRITICAL,societal,1,0,0,1,1,v2_societal_societal_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_critical_bleeding; label reflects contextual rescue urgency.,en,test
rpv2-00269,"Update: News about flooding is circulating, but our street is dry and nobody needs help. Please send someone. near the school. We need the appropriate response.",LOW,flood,0,0,0,0,0,v2_flood_flood_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00103,Field note: The building collapsed and people are trapped under debris; send rescue now. pls. at the apartment block. This is the current update.,CRITICAL,earthquake,1,1,0,1,8,v2_earthquake_earthquake_critical_collapse,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_critical_collapse; label reflects contextual rescue urgency.,en,train
rpv2-00108,Caller says: An unconscious person is inside the damaged structure and responders cannot reach them. at the apartment block.,CRITICAL,earthquake,1,0,0,1,1,v2_earthquake_earthquake_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_critical_unconscious; label reflects contextual rescue urgency.,en,validation
rpv2-00726,Need assistance — Can someone help? the tornado damaged a roof and the household needs repair assistance. near the school. We need the appropriate response.,MEDIUM,tornado,0,0,0,0,3,v2_tornado_tornado_medium_roof,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_medium_roof; label reflects contextual rescue urgency.,en,train
rpv2-00827,"Please help, A bus breakdown has stranded passengers who need local support. along the main road. Please advise.",MEDIUM,transportation,0,0,0,0,16,v2_transportation_transport_medium_delay,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_medium_delay; label reflects contextual rescue urgency.,en,train
rpv2-00379,"Please help, This is a hurricane news update, not a request for rescue. near the market. We need the appropriate response.",LOW,hurricane,0,0,0,0,0,v2_hurricane_hurricane_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00158,Need assistance — Can someone help? shaking damaged the power connection and neighbors need local assistance. by the river. Please advise.,MEDIUM,earthquake,0,0,0,0,10,v2_earthquake_earthquake_medium_power,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_medium_power; label reflects contextual rescue urgency.,en,train
rpv2-00056,Report from resident: Third-party report: Several residents have mild symptoms and need a health information point. along the main road. Please advise.,MEDIUM,biological,0,0,0,1,8,v2_biological_biological_medium_symptoms,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_medium_symptoms; label reflects contextual rescue urgency.,en,train
rpv2-00854,"Need assistance — Can someone help? this is transportation news, not an accident requiring responders. at the apartment block. We need the appropriate response.",LOW,transportation,0,0,0,0,0,v2_transportation_transport_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00890,SOS: Wildfire is approaching homes while an organized evacuation is required. along the main road. We need the appropriate response.,HIGH,wildfire,0,0,1,0,35,v2_wildfire_wildfire_high_front,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_high_front; label reflects contextual rescue urgency.,en,validation
rpv2-00067,"Please help, The neighborhood is asking for screening after an outbreak report; no immediate danger is reported. along the main road.",MEDIUM,biological,0,0,0,1,40,v2_biological_biological_medium_screening,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_medium_screening; label reflects contextual rescue urgency.,en,train
rpv2-00393,Multiple workers are severely burned after the explosion and need emergency care. along the main road. No further details yet.,CRITICAL,industrial,1,0,1,1,8,v2_industrial_industrial_critical_burns,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_critical_burns; label reflects contextual rescue urgency.,en,train
rpv2-00789,Update: An active vehicle fire has people trapped inside. Please send someone. along the main road. Please advise.,CRITICAL,transportation,0,1,1,0,5,v2_transportation_transport_critical_fire,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_critical_fire; label reflects contextual rescue urgency.,en,test
rpv2-00489,An unconscious person needs immediate medical help at the scene. by the river. This is the current update.,CRITICAL,other,1,0,0,1,1,v2_other_other_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family other_critical_unconscious; label reflects contextual rescue urgency.,en,train
rpv2-00323,"Please help, Strong winds damaged the shelter; residents are outside and need urgent relocation. near the market. We need the appropriate response.",HIGH,hurricane,0,0,0,0,25,v2_hurricane_hurricane_high_wind,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_high_wind; label reflects contextual rescue urgency.,en,train
rpv2-00540,Caller says: Moderate damage affects the area and residents need a welfare check. at the apartment block. This is the current update.,MEDIUM,other,0,0,0,0,15,v2_other_other_medium_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family other_medium_damage; label reflects contextual rescue urgency.,en,train
rpv2-00314,SOS: Hurricane damage made several homes unsafe while families need evacuation help. along the main road. This is the current update.,HIGH,hurricane,0,0,0,0,18,v2_hurricane_hurricane_high_evacuation,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_high_evacuation; label reflects contextual rescue urgency.,en,train
rpv2-00105,An unconscious person is inside the damaged structure and responders cannot reach them. along the main road.,CRITICAL,earthquake,1,0,0,1,1,v2_earthquake_earthquake_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_critical_unconscious; label reflects contextual rescue urgency.,en,validation
rpv2-00752,Report from resident: Third-party report: The tornado warning has ended here and everyone is safe; no response is needed. at the apartment block. This is the current update.,LOW,tornado,0,0,0,0,0,v2_tornado_tornado_low_warning,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_low_warning; label reflects contextual rescue urgency.,en,train
rpv2-00829,Update: A bus breakdown has stranded passengers who need local support. Please send someone. on the east side. Please advise.,MEDIUM,transportation,0,0,0,0,16,v2_transportation_transport_medium_delay,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_medium_delay; label reflects contextual rescue urgency.,en,train
rpv2-00792,Report from resident: Third-party report: An active vehicle fire has people trapped inside. along the main road. No further details yet.,CRITICAL,transportation,0,1,1,0,5,v2_transportation_transport_critical_fire,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_critical_fire; label reflects contextual rescue urgency.,en,test
rpv2-00515,"Please help, Significant damage has made several rooms unsafe and families need relocation. by the river. We need the appropriate response.",HIGH,other,0,0,0,0,12,v2_other_other_high_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family other_high_damage; label reflects contextual rescue urgency.,en,train
rpv2-00332,Caller says: A serious injury occurred during the storm; the person is conscious but needs urgent care. near the market. We need the appropriate response.,HIGH,hurricane,1,0,0,1,1,v2_hurricane_hurricane_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_high_injury; label reflects contextual rescue urgency.,en,train
rpv2-00783,Field note: A passenger is bleeding severely after thee collision and is losing consciousness. on the east side. We need the appropriate response.,CRITICAL,transportation,1,0,0,1,1,v2_transportation_transport_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_critical_bleeding; label reflects contextual rescue urgency.,en,test
rpv2-00676,Caller says: People are trapped under tornado debris and cannot escape without rescue. at the apartment block. Please advise.,CRITICAL,tornado,1,1,0,1,6,v2_tornado_tornado_critical_debris,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_critical_debris; label reflects contextual rescue urgency.,en,validation
rpv2-00947,"Please help, This wildfire report is for information only; our neighborhood is unaffected. near the market. This is the current update.",LOW,wildfire,0,0,0,0,0,v2_wildfire_wildfire_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00959,Field note: The wildfire evacuation drill ended normally and no one needs help. pls. at the apartment block. We need the appropriate response.,LOW,wildfire,0,0,0,0,12,v2_wildfire_wildfire_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00025,An outbreak is affecting many residents and urgent public-health support is needed. by the river. No further details yet.,HIGH,biological,0,0,0,1,50,v2_biological_biological_high_outbreak,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_high_outbreak; label reflects contextual rescue urgency.,en,train
rpv2-00810,"SOS: A vehicle fire is contained while passengers evacuated, but the scene needs urgent support. near the market.",HIGH,transportation,0,0,1,0,12,v2_transportation_transport_high_fire,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_high_fire; label reflects contextual rescue urgency.,en,train
rpv2-00181,"Update: A small earthquake was felt, but nothing fell and no response is needed. Please send someone. on the east side. This is the current update.",LOW,earthquake,0,0,0,0,1,v2_earthquake_earthquake_low_shake,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_low_shake; label reflects contextual rescue urgency.,en,train
rpv2-00100,Caller says: The building collapsed and residents are trapped under debris; send rescue now. at the apartment block.,CRITICAL,earthquake,1,1,0,1,8,v2_earthquake_earthquake_critical_collapse,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_critical_collapse; label reflects contextual rescue urgency.,en,train
rpv2-00707,"Please help, A damaged building is unsafe after the tornado and people must evacuate. near the school. Please advise.",HIGH,tornado,0,0,0,0,14,v2_tornado_tornado_high_evacuation,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_high_evacuation; label reflects contextual rescue urgency.,en,train
rpv2-00324,Caller says: Strong winds damaged the shelter; residents are outside and need urgent relocation. along the main road. Please advise.,HIGH,hurricane,0,0,0,0,25,v2_hurricane_hurricane_high_wind,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_high_wind; label reflects contextual rescue urgency.,en,train
rpv2-00635,"Please help, A crowd has closed the route and residents need information and support. near the school.",MEDIUM,societal,0,0,0,0,30,v2_societal_societal_medium_route,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_medium_route; label reflects contextual rescue urgency.,en,test
rpv2-00061,Update: A local clinic needs basic supplies for patients with stable illness. Please send someone. near the market. We need the appropriate response.,MEDIUM,biological,0,0,0,1,20,v2_biological_biological_medium_clinic,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_medium_clinic; label reflects contextual rescue urgency.,en,train
rpv2-00764,Caller says: This is a tornado shelter drill and all participants are accounted for. near the market. We need the appropriate response.,LOW,tornado,0,0,0,0,20,v2_tornado_tornado_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00487,Field note: Several people are trapped and cannot escape; immediate rescue is required. pls. along the main road.,CRITICAL,other,0,1,0,0,6,v2_other_other_critical_trapped,controlled_synthetic_v2,V2 mixed-disaster scenario family other_critical_trapped; label reflects contextual rescue urgency.,en,train
rpv2-00769,Passengers are trapped in the overturned bus and need immediate rescue. on the east side. We need the appropriate response.,CRITICAL,transportation,1,1,0,1,9,v2_transportation_transport_critical_trapped,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_critical_trapped; label reflects contextual rescue urgency.,en,train
rpv2-00191,Field note: The earthquake preparedness drill is complete; this is not an emergency. pls. by the river.,LOW,earthquake,0,0,0,0,0,v2_earthquake_earthquake_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00836,Caller says: One person has a painful but stable injury after a collision. along the main road. This is the current update.,MEDIUM,transportation,1,0,0,1,1,v2_transportation_transport_medium_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_medium_injury; label reflects contextual rescue urgency.,en,train
rpv2-00618,SOS: Multiple people have serious injuries after the incident but remain conscious. at the apartment block.,HIGH,societal,1,0,0,1,6,v2_societal_societal_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_high_injury; label reflects contextual rescue urgency.,en,test
rpv2-00233,A vehicle is surrounded by water and responders should help move the occupants safely. near the market. No further details yet.,HIGH,flood,0,0,0,0,4,v2_flood_flood_high_vehicle,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_high_vehicle; label reflects contextual rescue urgency.,en,test
rpv2-00552,Report from resident: Third-party report: One person has a stable injury and needs non-urgent medical assistance. near the school. No further details yet.,MEDIUM,other,1,0,0,1,1,v2_other_other_medium_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family other_medium_injury; label reflects contextual rescue urgency.,en,validation
rpv2-00689,The tornado destroyed the building and multiple residents are severely injured. at the apartment block. This is the current update.,CRITICAL,tornado,1,0,0,1,10,v2_tornado_tornado_critical_collapse,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_critical_collapse; label reflects contextual rescue urgency.,en,train
rpv2-00694,Need assistance — Can someone help? the tornado destroyed the building and multiple residents are severely injured. on the east side. No further details yet.,CRITICAL,tornado,1,0,0,1,10,v2_tornado_tornado_critical_collapse,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_critical_collapse; label reflects contextual rescue urgency.,en,train
rpv2-00459,"Please help, The fire drill at the plant is finished and everyone is safe. along the main road. No further details yet.",LOW,industrial,0,0,1,0,40,v2_industrial_industrial_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00887,Field note: The fire blocked both exits and a family cannot escape. pls. on the east side. No further details yet.,CRITICAL,wildfire,0,1,1,0,4,v2_wildfire_wildfire_critical_escape,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_critical_escape; label reflects contextual rescue urgency.,en,train
rpv2-00508,Caller says: A dangerous situation requires evacuation and urgent support for residents. near the market.,HIGH,other,0,0,0,0,20,v2_other_other_high_evacuation,controlled_synthetic_v2,V2 mixed-disaster scenario family other_high_evacuation; label reflects contextual rescue urgency.,en,train
